num_imo,nom_navire,num_immat_francais,num_mmsi,chantier_construction,annee_construction,puissance_administrative,puissance_propulsive,longueur_hors_tout,jauge_londres,armateur_exploitant,materiau_coque,date_francisation,type_carburant,quartier,genre_navigation,date_debut_pa_commerce,date_fin_pa_commerce,date_debut_pa_peche_culture,date_fin_pa_peche_culture
,LE COUCOU,869895,228296000,C.N.L,1995,212,160,"11,98","16,79",,PLASTIQUE,2007-01-30,GAZOLE,AURAY,Petite pêche,,,2018-01-01,
,RISABADY,869898,,,1994,55,55,"10,03",,,METAL,1994-06-13,ESSENCE,AURAY,Conchyl.Pure,,,2018-01-01,
,SARAH-ETH-LOANE,869916,,,1994,59,59,"7,45",1,,PLASTIQUE,1994-12-23,GAZOLE,NOIRMOUTIER,Petite pêche,,,2018-01-01,
,A JOSS,870000,227170610,GARREAU,1994,44,44,"7,97",,,METAL,1994-09-29,ESSENCE,NOIRMOUTIER,Conchyl.Pure,,,2018-01-01,
,LE COBE,870008,227609330,DELAVERGNE,1994,40,40,"10,75",,,METAL,1994-10-18,GAZOLE,NOIRMOUTIER,Navigation côtière,2018-01-01,,,
,LE VICKING II,870012,,,1995,110,110,"11,25",,,METAL,1995-02-23,GAZOLE,NOIRMOUTIER,Conchyl.PetitePêche,,,2018-01-01,
9107356,CAPITAINE JEAN THOMAS,870281,227789670,,1994,1075,1075,"28,2",,,METAL,1994-08-19,GAZOLE,ROUEN,Remorquage Nav.Cot.,2018-01-01,,,
,MABOUILLE,870576,,,1994,29,29,"7,42",,,METAL,1994-07-18,ESSENCE,LA ROCHELLE,,,,2018-01-01,
,RIC II,870579,,,1994,6,6,"7,6",,,AUTRES,2002-01-11,ESSENCE,LA ROCHELLE,Conchyl.Pure,,,2018-01-01,
8229250,LES BARGES,870580,228107800,,1998,668,589,"24,95","226,96",,METAL,1998-10-30,GAZOLE,LES SABLES D'OLONNE,Pêche au large,,,2018-01-01,
,SNOOPY,870594,227631150,,1995,96,96,"9,82",3,,PLASTIQUE,2003-10-28,GAZOLE,LA ROCHELLE,Petite pêche,,,2018-01-01,
,LE BATTANT II,870596,227308990,,1996,100,100,"11,99","18,71",,PLASTIQUE,1996-07-16,GAZOLE,ILE D'OLERON,Petite pêche,,,2018-01-01,
,L'EPAULARD,870634,227311270,,1996,155,155,"18,52",,,METAL,1996-07-29,GAZOLE,DUNKERQUE,Conchyl.Pure,,,2018-01-01,
,OZON,870636,,,1996,160,160,"11,03",,,METAL,1996-10-07,ESSENCE,ARCACHON,Conchyl.Pure,,,2018-01-01,
,CEPHEE II,870639,,CHANTIER GAMELIN,1997,99,99,"6,98",2,,METAL,1997-10-21,ESSENCE,LA ROCHELLE,Conchyl.Pure,,,2018-01-01,
,IGREC IV,870643,,,1989,37,37,"5,42",,,PLASTIQUE,1997-10-28,ESSENCE,LA ROCHELLE,,,,2018-01-01,
,NARA,870644,,,1997,99,99,"6,57","1,84",,METAL,1997-11-24,ESSENCE,LA ROCHELLE,Conchyl.Pure,,,2018-01-01,
,AYBEN,870646,,CHANTIER PROTEAU,1998,147,147,"11,96",,,METAL,1998-09-01,GAZOLE,LES SABLES D'OLONNE,Conchyl.Pure,,,2018-01-01,
,CORNIGLION MOLINIER II,874379,,CHANTIER NAVAL DE BIOT,1994,543,543,"10,5",,,METAL,1994-07-19,GAZOLE,NICE,Navigation côtière,2018-07-13,,,
,CARIBE,874491,,,1995,648,648,21,,,PLASTIQUE,1997-04-09,GAZOLE,NICE,Navigation côtière,2018-01-01,,,
,SIRENE II,874502,227002950,,1997,588,588,"17,6",,,METAL,1997-04-16,GAZOLE,NICE,Navigation côtière,2018-01-01,,,
,NAUTILE,874513,227574380,,1997,167,167,"10,8",,,PLASTIQUE,1997-12-04,GAZOLE,NICE,Navigation côtière,2018-01-01,,,
,SIMON II,874520,,,1992,44,44,"5,46","1,2",,PNEUMATIQUE,1998-01-08,ESSENCE,NICE,Petite pêche,,,2018-01-01,
,IDEAL IV,874668,,,2001,368,368,"14,9",,,METAL,2002-05-02,GAZOLE,NICE,Navigation côtière,2018-01-01,,,
,LYANA,874671,227473530,,2003,93,93,"9,5","4,66",,PLASTIQUE,2003-04-04,GAZOLE,NICE,Petite pêche,,,2018-01-01,
,ZAMBOANGA,874710,228177600,,2002,2960,2960,"27,2",,,POLYESTER EPOXY,,GAZOLE,NICE,Plaisance Cabot.Int.,2018-01-01,,,
,MILLE VISAGES,874715,,UNIVERSAL YACHTING FRANCE,2002,,,"15,15","26,55",,METAL,2010-09-14,,NICE,Plaisance Cabot.Int.,2018-01-01,,,
,SILI 6,874736,,SILLINGER - 41500,2001,84,84,"6,38",,,PNEUMATIQUE,2004-05-05,ESSENCE,NICE,Conchyl.Pure,,,2018-08-22,
9163570,CAPO NERO,874742,,TILLE SCHEEPSBOUW,1996,1799,1799,"90,6",2136,,METAL,2004-05-28,GAZOLE,NICE,Cabotage Internat.,2018-01-01,,,
,LE LEVANT,874745,227584420,ALU MARINE,2004,231,231,"7,96",5,,METAL,2004-06-18,GAZOLE,MARSEILLE,Petite pêche,,,2018-01-01,
,PEARL OF RIVIERA,874753,227580750,T.MI.,2003,657,657,"23,22",83,,METAL,2004-06-28,GAZOLE,NICE,Navigation côtière,2018-01-01,,,
,POLAR 2,874795,,HELGELAND PLAST,2005,147,147,"7,7",,,PLASTIQUE,2005-08-04,ESSENCE,NICE,Conchyl.Pure,,,2018-01-01,
,SANT'ANTONIO X,874807,227654910,CN GATTO,2006,560,560,"17,98",,,PLASTIQUE,2019-04-30,GAZOLE,MARSEILLE,Navigation côtière,2018-01-01,,,
,TOILOU,874830,227402270,UNIQUEST MARINE,2003,147,147,"5,86","1,72",,PLASTIQUE,2007-01-15,ESSENCE,SETE,Petite pêche,,,2018-01-01,
,LOUP II,874831,227350040,CN ALLEMAND,2008,88,88,"7,15","2,42",,PLASTIQUE,2008-05-13,ESSENCE,AURAY,Petite pêche,,,2018-01-01,
,LOU PARA BADOLA,874832,,CONERO RECANATI,2007,59,59,"6,05","1,71",,PLASTIQUE,2007-08-09,ESSENCE,NICE,Petite pêche,,,2018-01-01,
,L'ALISSOUN,874833,227046820,PRO 2000,2007,59,59,"6,95","1,88",,PLASTIQUE,2007-08-30,ESSENCE,NICE,Petite pêche,,,2018-01-01,
,LOLLIPOP,874873,227752440,JEANNEAU,2008,382,382,"10,53",,,PLASTIQUE,2008-05-05,GAZOLE,NICE,Plaisance NC,2018-01-01,,,
,CONCETTINA II,874877,,MASTER GROFT BOAT COMPANY,2007,242,242,"5,99","1,81",,PLASTIQUE,2008-05-21,GAZOLE,NICE,Plaisance NC,2019-05-23,,,
,PENN MELEGAN II,878498,228117600,,1996,172,172,"11,96",18,,METAL,1996-12-06,GAZOLE,PAIMPOL,Petite pêche,,,2018-01-01,
,LUTECE,878502,,,1994,18,18,"6,67",,,BOIS,1994-12-06,ESSENCE,CHERBOURG,Conchyl.Pure,,,2018-01-01,
,LA BALHENE,878519,,,1995,22,22,"6,05",,,METAL,1995-02-06,ESSENCE,CHERBOURG,Conchyl.PetitePêche,,,2018-01-01,
,TERRE ET MER,878710,227318710,CHANTIERS GOSSELIN,1996,160,160,"9,99","8,02",,AG/4 - ALU,2009-11-26,GAZOLE,DIEPPE,Petite pêche,,,2019-01-15,
,BONNE FORMULE,878711,227044710,,1995,85,85,"6,6",2,,METAL,1995-09-12,ESSENCE,CHERBOURG,Petite pêche,,,2018-01-01,
8229195,LE COELACANTHE,878713,228285000,,1996,442,442,20,104,,PLASTIQUE,1996-08-26,GAZOLE,CHERBOURG,Pêche côtière,,,2018-01-01,
,GWENN HA DU,878714,227624820,,1995,110,110,"8,5",6,,METAL,1995-12-29,GAZOLE,LE GUILVINEC,Petite pêche,,,2018-01-01,
,LA KIKI,878742,,,1995,22,22,"7,5","2,05",,METAL,1995-05-26,ESSENCE,CHERBOURG,Conchyl.Pure,,,2018-01-01,
,LA PISTOLE,878881,,,1995,26,26,"5,5",,,METAL,1995-09-25,ESSENCE,CHERBOURG,Conchyl.Pure,,,2018-01-01,
,NIMBUS,878885,,,1995,29,29,"6,05",,,METAL,1995-09-29,ESSENCE,CHERBOURG,Conchyl.Pure,,,2018-01-01,
,REALITE,878906,,,1995,18,18,"6,05",,,METAL,1995-09-26,ESSENCE,CHERBOURG,Conchyl.Pure,,,2018-01-01,
,ILE AUX FLEURS,878927,347013270,,1995,397,397,"14,93",,,METAL,1995-12-19,GAZOLE,FORT DE FRANCE,Navigation côtière,2018-01-01,,,
,SAINT PATRICK,878935,227316480,,1996,148,148,"8,12",4,,METAL,1996-07-05,ESSENCE,CHERBOURG,Petite pêche,,,2018-01-01,
,KRISTIANSEN II,878986,,,1995,52,52,"6,05",,,METAL,1996-02-21,ESSENCE,CHERBOURG,Conchyl.Pure,,,2018-01-01,
,AU NOM DU PERE,879031,,,1996,29,29,"7,5",,,METAL,1996-05-22,ESSENCE,CHERBOURG,Conchyl.Pure,,,2018-01-01,
,CYMALISE II,879303,227401410,,1997,63,63,"6,6",2,,METAL,1997-08-18,ESSENCE,CHERBOURG,Petite pêche,,,2018-01-01,
,LA TOULINE DE CHERBO,879310,227786980,,1996,103,103,"8,37",,,METAL,1996-11-08,GAZOLE,CHERBOURG,Navigation côtière,2018-01-01,,,
,CH 3,879315,227002680,,1996,471,471,"14,5",,,PLASTIQUE,1996-11-07,GAZOLE,CHERBOURG,Pilotage,2018-01-01,,,
,SPARAILLON PLONGEE,879343,227565340,,1995,190,190,"10,56",,,METAL,1996-11-27,GAZOLE,TOULON,Navigation côtière,2018-01-01,,,
,PASTISSOUN,879472,227033690,,1980,44,44,5,"0,71",,BOIS,1994-06-22,ESSENCE,TOULON,Petite pêche,,,2018-01-01,
,SAINT PIERRE,879921,227004960,,1994,560,560,"24,92",,,METAL,1994-10-28,GAZOLE,TOULON,Navigation côtière,2018-01-01,,,
,EL DORADO,880251,,,1993,7,7,4,,,METAL,1995-08-09,ESSENCE,TOULON,Conchyl.PetitePêche,,,2018-01-01,
,CORSAIRE,880710,227576310,,1995,192,192,"9,98",,,METAL,1995-12-18,GAZOLE,TOULON,Navigation côtière,2018-01-01,,,
,L'ESPERANCE I,880929,227002010,,1995,1766,1766,"28,15",224,,AG/4 - ALU,1995-04-03,GAZOLE,LA ROCHELLE,Navigation côtière,2018-01-01,,,
,MISTRAL,881308,227002030,,1995,442,442,"14,5",,FRA - RATOUIN - SALESSES,METAL,1995-05-17,GAZOLE,MARSEILLE,Navigation côtière,2018-01-01,,,
,FABRICE STEPHANIE,882746,,,1994,110,110,"9,52",,,METAL,1994-09-01,ESSENCE,VANNES,Conchyl.Pure,,,2018-01-01,
,KEVIN,882824,,,1994,29,29,"6,16",0,,METAL,1994-07-28,ESSENCE,VANNES,Petite pêche,,,2018-01-01,
,L'AZUR,883597,227587260,,1996,110,110,"9,98","7,77",,BOIS,1998-11-09,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-01-01,
,ILE DUMET,883700,227009560,ACM,1994,352,352,"11,82",,,POLYESTER EPOXY,2016-06-17,GAZOLE,SAINT NAZAIRE,Navigation côtière,2018-01-01,,,
,LE VAUCLIN,883729,227632820,,1996,85,85,"8,31",4,,PLASTIQUE,1996-02-29,GAZOLE,SAINT NAZAIRE,Petite pêche,,,2018-01-01,
,OCTOPUSSY 2,883742,228852000,,1997,179,179,"11,95",5,,PLASTIQUE,1998-01-22,GAZOLE,CHERBOURG,Petite pêche,,,2018-01-01,
,OSTREA,883902,,,1994,29,29,9,,,METAL,1994-11-04,ESSENCE,SAINT NAZAIRE,Conchyl.Pure,,,2018-01-01,
,JOSY,883903,,,1994,55,55,8,,,METAL,1994-11-04,ESSENCE,SAINT NAZAIRE,Conchyl.Pure,,,2018-01-01,
,SIMBAD,883904,,,1995,66,66,8,,,METAL,1995-02-13,ESSENCE,SAINT NAZAIRE,Conchyl.Pure,,,2018-07-31,
,SIBO,885476,,,1995,73,73,"9,05",,,PLASTIQUE,1995-05-09,ESSENCE,ARCACHON,Conchyl.Pure,,,2018-01-01,
,CENT PROBLEMES,885479,,,1995,60,60,"10,5",,,METAL,1995-06-06,ESSENCE,ARCACHON,Conchyl.Pure,,,2018-01-01,
,FUGI,885480,,,1995,147,147,"7,97",,,PLASTIQUE,1995-06-07,ESSENCE,ARCACHON,Conchyl.Pure,,,2018-01-01,
,ILE AUX OISEAUX,885482,227644140,,1995,220,220,"11,83",,,PLASTIQUE,1995-06-22,GAZOLE,ARCACHON,Navigation côtière,2018-01-01,,,
,LE GAZOU,885484,,,1993,59,59,"6,32",,,PLASTIQUE,1994-05-10,ESSENCE,ARCACHON,Conchyl.Pure,,,2018-01-01,
,LES BARBOTS,885488,,,1995,147,147,"8,48","1,61",,METAL,1995-07-13,ESSENCE,ARCACHON,Conchyl.Pure,,,2019-03-19,
,LADY,885489,,,1995,110,110,"9,56",,,METAL,1995-09-18,GAZOLE,ARCACHON,Conchyl.PetitePêche,,,2018-01-01,
,L'ESTRAN,885490,,,1995,66,66,7,,,METAL,1995-08-10,ESSENCE,ARCACHON,Conchyl.PetitePêche,,,2018-01-01,
,ZEPHIR III,885495,227303130,,1995,350,350,"11,8",7,,PLASTIQUE,1995-11-02,GAZOLE,ARCACHON,Petite pêche,,,2018-01-01,
,L'HALLALI,885497,,,1995,147,147,"10,47",,,PLASTIQUE,1996-02-01,ESSENCE,ARCACHON,Conchyl.Pure,,,2018-01-01,
,OCEAN PRAWN'S IV,885499,,,1997,73,73,"6,48",1,,METAL,1997-07-09,ESSENCE,ARCACHON,Petite pêche,,,2018-01-01,
,TIRANOZOR,885531,227303780,,1994,271,271,"7,82","3,61",,PLASTIQUE,1994-10-25,ESSENCE,POINTE A PITRE,Petite pêche,,,2018-01-01,2019-09-23
,LA SAINTETE,885540,329013590,,1994,177,177,7,"1,94",,PLASTIQUE,2013-06-24,ESSENCE,POINTE A PITRE,Petite pêche,,,2018-01-01,
,MARLOT,885541,227311370,,1994,61,61,"5,9","1,05",,PLASTIQUE,1994-11-08,ESSENCE,POINTE A PITRE,Petite pêche,,,2019-01-16,
,TOUT DOUCE,885569,329014470,,1994,220,220,"7,15","2,83",,PLASTIQUE,1994-11-25,ESSENCE,POINTE A PITRE,Petite pêche,,,2019-01-25,
,AVIS,885576,227306250,,1994,110,110,"6,1","1,67",,PLASTIQUE,1994-11-30,ESSENCE,POINTE A PITRE,Petite pêche,,,2018-01-01,
,NOSTRADAMUS,885888,329011420,,1995,220,220,"8,18","3,04",,PLASTIQUE,2011-11-29,ESSENCE,POINTE A PITRE,Petite pêche,,,2018-01-01,
,LE PRINCIPAL,885919,227134800,,1995,85,85,"5,9","1,05",,PLASTIQUE,1995-08-07,ESSENCE,POINTE A PITRE,Petite pêche,,,2019-05-20,
,EN NOU AY,885954,329007660,,1995,294,294,"7,9","2,34",,PLASTIQUE,1995-08-28,ESSENCE,POINTE A PITRE,Petite pêche,,,2018-01-01,
,MARGARET,885973,347011710,,1995,220,220,"16,5",,,CONTREPLAQUE,2007-01-24,GAZOLE,FORT DE FRANCE,Navigation côtière,2018-01-01,,,
,ADELAIDE,885977,329009360,,1995,221,221,"8,9","3,49",,BOIS,1995-09-27,ESSENCE,POINTE A PITRE,Petite pêche,,,2018-01-01,
,L'OEIL,885983,227309830,,1995,87,87,"7,3","2,23",,PLASTIQUE,1995-10-04,ESSENCE,POINTE A PITRE,Petite pêche,,,2018-01-01,2019-09-23
,EPICURIEN,886007,329001670,,1995,206,206,7,"1,94",,PLASTIQUE,1995-10-25,ESSENCE,POINTE A PITRE,Petite pêche,,,2019-02-18,
,FIRE BIRD,886079,329008220,,1995,220,220,"8,65","5,3",,PLASTIQUE,1995-12-15,ESSENCE,POINTE A PITRE,Petite pêche,,,2018-01-01,
,SAINTE RITA,886135,329001180,,1995,147,147,7,"2,91",,BOIS,1995-12-22,ESSENCE,POINTE A PITRE,Petite pêche,,,2019-05-16,
,SUCRE,886143,,,1995,85,85,"6,1","1,67",,PLASTIQUE,1996-01-05,ESSENCE,POINTE A PITRE,Petite pêche,,,2019-01-28,
,JOSS,886218,227307460,,1996,158,158,7,"2,14",,PLASTIQUE,1996-02-26,ESSENCE,POINTE A PITRE,Petite pêche,,,2019-02-12,
,OUVE ZIE,886226,,,1996,146,146,7,"1,94",,PLASTIQUE,1996-02-29,ESSENCE,POINTE A PITRE,Petite pêche,,,2019-01-21,
,POLLUX,886562,,,1995,40,40,"7,9",,,METAL,1995-05-23,ESSENCE,NOIRMOUTIER,Conchyl.PetitePêche,,,2018-01-01,
,PACOMANDIE,886563,,,1995,44,44,"7,9",,,METAL,1995-05-23,ESSENCE,NOIRMOUTIER,Conchyl.Pure,,,2018-01-01,
,MEGALODON,886574,227649080,LA GUERINIERE (VENDEE),1996,80,80,"7,98",2,,PLASTIQUE,1996-08-30,ESSENCE,NOIRMOUTIER,Petite pêche,,,2018-01-01,
,L'ATLANTIS,886580,227605140,,1996,110,110,"9,92",10,,PLASTIQUE,1996-07-17,GAZOLE,NOIRMOUTIER,Petite pêche,,,2018-01-01,
,OCEANILE,886621,227203780,GARREAU,1995,37,37,7,,,METAL,1995-08-22,ESSENCE,NOIRMOUTIER,Conchyl.Pure,,,2018-01-01,
,OKSANA,886664,,,1995,55,55,"6,94",,,METAL,1995-11-06,ESSENCE,NOIRMOUTIER,Conchyl.Pure,,,2018-01-01,2019-09-16
8228866,ANNA MAMM MARI,886670,228393000,,1996,283,283,"17,25",101,,PLASTIQUE,1996-11-26,GAZOLE,LORIENT,Pêche côtière,,,2018-01-01,
,JOLIANA,886672,227308820,CN CROISICAIS,1996,110,110,"10,88",12,,PLASTIQUE,2014-08-29,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-07-10,
,CLOE-GABIN,886683,,HARDOUIN,1996,73,73,"9,33",,,METAL,1996-03-15,ESSENCE,LA ROCHELLE,Conchyl.Pure,,,2018-10-22,
,PILE POIL,886698,,,1996,22,22,"6,6",,,METAL,1996-06-15,ESSENCE,NOIRMOUTIER,Conchyl.PetitePêche,,,2018-01-01,
,JOHANNA,887208,227286230,,1995,147,147,"10,5","6,14",,BOIS,,GAZOLE,BASTIA,Petite pêche,,,2018-01-01,
,BLUE MARLIN,887508,227611470,,1977,338,338,"10,23",,,METAL,1996-06-21,GAZOLE,BASTIA,Petite pêche,,,2019-03-11,
,BILL,887543,,,1994,28,28,"6,05",,,METAL,1994-12-16,GAZOLE,CAEN,Conchyl.Pure,,,2018-01-01,
,R 2015,887663,,,1995,84,84,"7,98",,,METAL,1995-01-19,ESSENCE,MARENNES,,,,2018-01-01,
,TOUT DOUX II,887687,,,1995,85,85,7,,,METAL,1995-04-06,ESSENCE,MARENNES,Conchyl.Pure,,,2018-01-01,
,PREDATEUR,887708,227308590,,1996,73,73,"11,87",9,,PLASTIQUE,1996-05-29,GAZOLE,ILE D'OLERON,Petite pêche,,,2018-01-01,
,HIPPO,888621,,,1997,110,110,"8,03","1,17",,METAL,1997-08-08,ESSENCE,ARCACHON,Conchyl.Pure,,,2018-01-01,
,KE EL AN,888622,,,1997,147,147,"9,5",,,METAL,1997-08-14,ESSENCE,MARENNES,Conchyl.Pure,,,2018-01-01,
,SUENO,888623,227249820,,1997,128,128,"9,01",,,METAL,1997-09-18,ESSENCE,MARENNES,Conchyl.Pure,,,2018-10-24,
,ABYS,888624,,,1997,29,29,"7,99",,,METAL,1997-08-27,ESSENCE,MARENNES,Conchyl.Pure,,,2018-01-01,
,ALBATROS,889225,,,1996,18,18,"5,56","0,94",,PLASTIQUE,1996-10-02,ESSENCE,PORT VENDRES,Petite pêche,,,2018-01-01,
,COEUR DE MOINE II,889476,,,1996,44,44,7,"1,72",,METAL,1997-05-23,ESSENCE,PORT VENDRES,Petite pêche,,,2018-01-01,
,RAPHO,889963,227314130,,1995,29,29,"6,32",1,,PLASTIQUE,1998-05-11,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,YOKA,890133,227312130,,1997,74,74,"6,5","1,87",,PLASTIQUE,1998-02-17,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,AROHA,890135,329018580,,1997,28,28,"14,04",,,PLASTIQUE,1998-01-30,GAZOLE,POINTE A PITRE,Plaisance NC,2018-01-01,,,
,BLEU AZUR II,890144,329020720,,1997,353,353,"15,43",,,BOIS,2019-02-07,GAZOLE,POINTE A PITRE,Navigation côtière,2019-03-14,,,
,SERENITE,890247,227313770,,1998,35,35,"6,29","0,24",,PLASTIQUE,2008-07-28,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,L'AMOUR DIVIN,890250,227313920,,1999,63,63,"7,14","0,47",,PLASTIQUE,1999-04-30,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,TAXI CAP II,890268,347012510,,1999,220,220,"17,76",,,METAL,1999-08-16,GAZOLE,FORT DE FRANCE,Navigation côtière,2018-01-01,,,
,LE JEDI,890274,347000490,,1998,147,147,"7,75","2,51",,PLASTIQUE,1999-09-14,ESSENCE,FORT DE FRANCE,,,,2018-01-01,
,FAITES COMME MOI 2,890284,,,1999,35,35,"6,72","1,11",,PLASTIQUE,1999-12-09,ESSENCE,FORT DE FRANCE,,,,2018-01-01,
,CONFIANCE,890286,,,1999,110,110,"7,2","2,19",,PLASTIQUE,1999-12-24,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,ANDELA,890291,347010060,,1999,165,165,"7,8","4,51",,PLASTIQUE,2000-01-19,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,IVANLEMO,890292,347007070,,1999,110,110,7,"2,55",,PLASTIQUE,2000-01-20,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,SHALOM II,890293,347005320,,1999,166,166,"7,8","3,44",,PLASTIQUE,2000-01-25,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,CANNELLE,890296,227021400,,1999,,,"12,37",,,PLASTIQUE,2000-03-28,,FORT DE FRANCE,Plaisance NC,2019-02-21,,,
,SEPCHAIDRINA,890304,347004790,,2000,103,103,7,"2,15",,PLASTIQUE,2000-04-11,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,SANTA MARIA,890317,,,1999,110,110,"7,65","2,41",,PLASTIQUE,2000-04-11,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,L'AMELIA,890320,347007250,,1999,165,165,"7,39","0,94",,PLASTIQUE,2006-09-25,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,TI-LAINE,890324,347005470,,1999,110,110,"7,65","0,79",,PLASTIQUE,2000-05-11,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,L'HUILE,890325,227315130,,2000,110,110,"7,2","2,4",,PLASTIQUE,2005-06-21,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,CHIPPY,890326,347000620,,2000,110,110,7,"2,15",,PLASTIQUE,2000-05-25,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,SALPE,890410,347000960,,2001,85,85,"6,5","1,87",,PLASTIQUE,2001-10-02,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,DIEU SOIT LOUE,890413,347000760,,2001,165,165,"7,86","1,01",,PLASTIQUE,2001-10-09,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,CASANOVA,890422,329011610,,2001,169,169,"8,75","3,65",,PLASTIQUE,2011-05-06,ESSENCE,POINTE A PITRE,Petite pêche,,,2019-01-04,
,LA COLOMBE DOREE,890424,347000710,,2001,147,147,"7,23","2,18",,PLASTIQUE,2001-11-09,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,MARIE JO,890425,347000850,,2001,29,29,"6,72","0,99",,PLASTIQUE,2001-11-27,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,AU BOUT DE MES REVES,890430,347000870,,2001,165,165,"7,89","1,18",,PLASTIQUE,2001-12-11,ESSENCE,FORT DE FRANCE,Petite pêche,,,2019-06-03,
,EVE,890431,347001460,,2001,220,220,"7,88","1,11",,PLASTIQUE,2009-06-11,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,LE REBEL,890434,347001560,,2001,110,110,"7,2","2,19",,PLASTIQUE,2002-03-13,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,JEANETTE,890439,347002120,,2001,85,85,"7,15","1,36",,PLASTIQUE,2002-01-11,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,KATA MAMBO II,890443,347015880,,2001,,,15,,,BOIS,2002-01-17,,FORT DE FRANCE,Plaisance NC,2018-01-01,,,
,AKIYO C' FOSS,890445,347001080,,2002,221,221,"7,89","3,95",,PLASTIQUE,2007-04-18,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,L'AGNEAU DE DIEU,890450,347001450,,2002,129,129,"7,65","2,39",,PLASTIQUE,2002-02-05,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,PAUL,890455,347001050,,2002,29,29,"6,72","0,99",,PLASTIQUE,2002-02-20,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,SWE KA BAY,890461,347001920,,2002,165,165,"7,89","3,95",,PLASTIQUE,2002-04-10,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,JEREMIE II,890462,347001150,,2002,110,110,"7,23","2,18",,PLASTIQUE,2002-03-22,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,TI-COLIS,890463,329011270,,2000,250,250,"11,84","10,31",,AG/4 - ALU,,GAZOLE,POINTE A PITRE,Navigation côtière,2018-01-01,,,
,GASPA,890464,347001210,,2002,110,110,"7,23","2,18",,PLASTIQUE,2002-04-11,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,NADOONA,890465,347001270,,2002,165,165,"7,92","3,23",,PLASTIQUE,2002-05-14,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,LIBODO,890466,347002210,,2002,332,332,"7,89","3,95",,PLASTIQUE,2002-04-19,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,SIMPI,890467,347001380,,2002,184,184,"7,65","2,41",,PLASTIQUE,2002-04-15,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,YWH JIRE,890468,347001190,,1998,29,29,"6,33","0,75",,PLASTIQUE,2002-04-17,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,LE CONDOR,890551,347001880,,2003,110,110,"7,23","2,18",,PLASTIQUE,2003-03-10,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,SI DIEZ,890554,,,2003,191,191,"7,89","3,95",,PLASTIQUE,2003-03-20,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,REVOLUTION,890556,347001870,,2003,110,110,"7,3","2,17",,PLASTIQUE,2003-04-01,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,ESPERANCE 2,890559,,,1979,55,55,"6,97","1,58",,PLASTIQUE,2003-04-01,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,VIV'LI,890560,347019150,,2003,221,221,"7,88","3,23",,PLASTIQUE,2017-11-06,ESSENCE,FORT DE FRANCE,Petite pêche,,,2019-02-21,
,SAINT-EMILIEN II,890563,347002610,,2003,63,63,"7,14","1,51",,PLASTIQUE,2003-04-29,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,ROSE-MARIE,890567,,,2002,29,29,6,"0,66",,PLASTIQUE,2003-05-26,ESSENCE,FORT DE FRANCE,Petite pêche,,,2019-02-21,
